baseline_commit,path,git_blob,sha256_working_copy,area,priority,content_type,bytes,lines,nonblank_lines,review_method,full_review_status,reviewed_line_ranges,reviewer,finding_ids,test_evidence,reviewed_at_commit,independent_signoff,observed_source_commit,audit_notes
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262385000000_round2287_hospital_chain_compliance_checklist_tracker.sql,8bb955a90c83d2a44994e89fcc3b4ccc3a799943,76d731ba1fbaae20fb39f21bc175ff432075cb92b252178ad4a8c397e8681510,Database migrations,P0,utf8_text,16940,426,394,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262386000000_round2288_customer_referral_revenue_tracker.sql,af62928e06be1bec0280c8bd82f3e042e8ad7043,399933e95594e3e67b388839359639b93823669a6b75ebf95eb1bddbfee04871,Database migrations,P0,utf8_text,15153,420,396,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262387000000_round2289_weekly_investor_update_tracker.sql,a3d5ebfee6b91652b38a5836e4d049284bc1828a,b763fcee272bb196ea658881087a0645c897b3e35a34f9effdcfa7a6251ee3f3,Database migrations,P0,utf8_text,15259,195,178,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262388000000_round2290_engineer_expense_claim_audit_blitz.sql,a51c6f9569bc235400dad2038f0736d67deb1e48,8148077af276ea717db26e42b16c0beed07975e0cd511e1a99d5a8997120e6d6,Database migrations,P0,utf8_text,12897,334,316,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262389000000_round2291_hospital_chain_rfp_win_rate_tracker.sql,3ab38d86572c9339823fa9f2ee12b46617c8a783,d316b4b40456b739bc369de9a0ce8b7d049b172338f9c4dc45502b02205905d9,Database migrations,P0,utf8_text,10616,254,238,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262390000000_round2292_customer_revenue_recognition_policy_compliance.sql,f5835eb3d05204491c5fc8e65a83a7943a84fa90,15688f3184cbffcd5553f7210defae7059218d9d0470766fa3f31605f2a8cbb1,Database migrations,P0,utf8_text,13545,387,357,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262391000000_round2293_founder_1500_ships_milestone_planning.sql,7f64647e8098c03d987b11bcb7991e302af52798,85e77fc21b3ccbd3bf717590e906664efa8957e9981d746dc5a2ffff90ef8ce3,Database migrations,P0,utf8_text,11110,319,303,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262392000000_round2294_engineer_comm_template_library.sql,a6fca5f2ad8175e415b331741e775d0ad75629df,97ab449931a4ca9622e57e72842ca541567ae71968efbaa54be39728b22ea81d,Database migrations,P0,utf8_text,12100,289,266,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262393000000_round2295_hospital_chain_contact_rotation_log.sql,6104afabb3c091e69d71a6969d33edfb6181e4cb,684f9cc0f08e63e3de7a25df9b16ce3909607235b747f6d73748307d46db8bae,Database migrations,P0,utf8_text,11800,276,260,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262394000000_round2296_customer_eol_equipment_replacement_pipeline.sql,60a3a571c401dcf40345b3766289c5d930dae088,fd87ad21df1f122c4d29f4928937ed48a0e806d067e417b4b77317664e46b36d,Database migrations,P0,utf8_text,12133,281,257,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262395000000_round2297_founder_bank_relationship_tracker.sql,c9000d449387f0ed8a40695b96761bc63cd17df1,07d7bcbc1cc446b11c3322a5768a6432f1b86c8ebcb9f2ca2e667079924d3f6c,Database migrations,P0,utf8_text,12885,316,299,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262396000000_round2298_engineer_escalation_rate_watchlist.sql,5ad799496db791b67bd532cb36712d0ac0445673,64cd5989cb93828f8fac7942a86c456cbbbb3f2b3c8dbe36ae381bdf0dd404e9,Database migrations,P0,utf8_text,10197,271,248,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262397000000_round2299_hospital_chain_expansion_pipeline_forecast.sql,cf47ffa5183a5711c6bb8649a9d0195657fdfb80,efeef74bba20acb58b6be6e2eec56b87afc038d5c181a53704deaa8122f70a62,Database migrations,P0,utf8_text,17512,435,404,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262398000000_round2300_customer_ltv_realized_vs_predicted.sql,c2b3452e6b6b96cebd568b2de743e44581b87a46,0b47783a66ca8c4d5531c601d24e4ed82dbf4e6d266318325263b5b7274d2c05,Database migrations,P0,utf8_text,15985,371,347,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262399000000_round2301_family_event_commitment_tracker.sql,83b0b29ef0388016082a49daf563b8446e8cc413,532cdf889847a699244db0c34369c4262aaa377ce68606005c9fef4af3a9d658,Database migrations,P0,utf8_text,13521,306,278,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262400000000_round2302_engineer_competency_test_pass_rate.sql,fcfded0180664785cf4d049c2b2a0bab63d99af1,85e596f455ff1c28b03f476c4563aba8351aa661fd752d5b114d3f3c6b2a1b0e,Database migrations,P0,utf8_text,15273,331,305,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262401000000_round2303_hospital_chain_quarterly_executive_scorecard.sql,952779ad4c3b91e2dde1a8c291151b4e3202c908,1de178d5522d121e368449c0da29026575636430ea080529d39834faf7920c64,Database migrations,P0,utf8_text,16190,442,412,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262402000000_round2304_customer_onboarding_first_success_latency.sql,42944be5da4b9c3d4cc79a67395d83403318255e,564c6ab5566f08061411c1a215a7cd5f0434740f3152f38fd05d26ddbf8deb65,Database migrations,P0,utf8_text,18777,436,405,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262403000000_round2305_founder_250_batch_milestone_retro.sql,abac3a3ba8b8ad0d304209d68401002b57fa3f13,2dbf80bc462fcdceec853d1bedf6da710c37bc24781d3455589c4fc080bec1bc,Database migrations,P0,utf8_text,12574,329,304,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262404000000_round2306_engineer_first_call_fix_rate_tracker.sql,6f024e2d7c247f3fdff5c7cc03ba3530d19284f3,523325c05061a6b9f9e17d2e1cb7f4e55552ba9df1c1d0bdb1b0de81fa0ac04a,Database migrations,P0,utf8_text,20771,458,427,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262405000000_round2307_hospital_infra_readiness_precheck.sql,b5c4a7b25fae7581ef97a2065f57d8c3c33671d3,269f9d6560409f9cf4eb08ecd3594719f890eb7eb488e8f0401adc876a77e66d,Database migrations,P0,utf8_text,11397,192,176,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262406000000_round2308_customer_engagement_score.sql,769c61b4650907c43c7153f978e56e4439c185b3,eff8a0d3ecfee9939951bda18f430ccf0b551009a0ef3b9635b78ebf4243b479,Database migrations,P0,utf8_text,12064,351,310,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262407000000_round2309_founder_daily_decision_journal.sql,347c7344f81baba8272c8b9862fa12d844d0ec65,9f107474d462643521a73377f0a2f42496c59ed986ab3a11c32146e14c491cac,Database migrations,P0,utf8_text,11278,310,295,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262408000000_round2310_engineer_kit_completeness_audit.sql,9674e276f9d4d107c43322aa1dc7ab08354aa98d,9ad2cac92bdd5c8bbfd6c21eb92b764e36caf91d234dc614767b3521200b4367,Database migrations,P0,utf8_text,12704,334,309,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262409000000_round2311_hospital_chain_payment_terms_harmonization.sql,4abcddfc1b8867ffdff382b9e37790f7e6f4a789,b2cc2fb5952a1048e1cf9f2ce1d3b786176028a5dad2946b7231bfdaba61ee11,Database migrations,P0,utf8_text,11767,285,270,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262410000000_round2312_customer_cross_sell_opportunity_radar.sql,1f8d7a1d0800699038b9645e52dfe5d32aeb8097,bb924adf640c44887ae1b7712b90706f789986e067fe307274f513e30eeca9f2,Database migrations,P0,utf8_text,13063,365,322,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262411000000_round2313_founder_external_mentor_session_log.sql,b1e39ec9593988096cb747db765e11e978447a8e,f33fd6c43e54116a373607ad57cf15274ec2d1e207ecd9ace12d309158e328cf,Database migrations,P0,utf8_text,9953,255,240,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262412000000_round2314_engineer_regional_reassignment_cost_tracker.sql,e108b45b4a5aed72c09ee6d58c7327a256d26d38,8e0b642b8de8d297e97588fa404832f06b5e731d1ec2de83a9640d3442c89da4,Database migrations,P0,utf8_text,12931,284,268,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262413000000_round2315_hospital_chain_nps_vs_revenue_scatter.sql,2e5b886508b0f0f73110e33e1b8cb68d29fed46f,a4f9eb15997b8e3c55b33cf5fc12c9ea4dcd38612f41dd12cc8dbc1ddbccca16,Database migrations,P0,utf8_text,13974,318,303,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262414000000_round2316_customer_service_sla_by_equipment_class.sql,6d8b7310a26e22bdbba78b02075f8abf47bd0b20,b6a9b880a6a90bb899b8e5a36e84bca6505cb6f5af26da225ab4beda71bfe95e,Database migrations,P0,utf8_text,13567,342,317,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262415000000_round2317_leadership_team_retention_tracker.sql,222d9644e18cec4d51358c19df01119d8da10281,d064533a5841721ee2311cbbd9c258c1497f39835d551e68e19be7d219de1098,Database migrations,P0,utf8_text,11825,284,269,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262416000000_round2318_engineer_escalation_root_cause_taxonomy.sql,d5365ff56d864c9225026e7a3c5d9f57ad67de49,f31a9ba1322a011270e80aa501f7f9cad15dd6c7257f35c537c84fd18fce6e5d,Database migrations,P0,utf8_text,11144,277,261,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262417000000_round2319_hospital_chain_procurement_cycle_bypass_detector.sql,d0ef4396a325f77adcaf8094d080e8aa86c02114,ffa1bdf6b43673ae976cca827926eba2d9358ed0bbee12b03cbb0f3ca89cc48c,Database migrations,P0,utf8_text,10910,293,270,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262418000000_round2320_customer_renewal_discount_discipline_tracker.sql,3b2af3997f04510a3f5b587672ea82e31fa7c60b,04d65aef2bb4e756f52977e4db2c52d10399dee01df709246318f98b573c782d,Database migrations,P0,utf8_text,15042,342,324,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262419000000_round2321_founder_personal_growth_tracker.sql,eb472446b23261963917175d23afbaef810af1ef,fa2612b83ced6e7d842d38d01f783e4aa61ef4163b797e5bcd1dd0bf2d687eb1,Database migrations,P0,utf8_text,12067,360,321,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262420000000_round2322_engineer_app_crash_anr_tracker.sql,3258bfb2b3ad039d337498964b2c6e0eea0b5cf0,99fead82bb136677ce1ad5ad456817518758736ad30df9d6573d921bafa35842,Database migrations,P0,utf8_text,13695,407,376,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262421000000_round2323_hospital_chain_operational_excellence_scorecard.sql,7d56192ba1d93bc575381bf4eed2c40d01467f24,122be783ddcf17ed7d87e6f1179922a34cd25196aeeb9627113df8fc13e68ee2,Database migrations,P0,utf8_text,11370,296,279,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262422000000_round2324_customer_feedback_loop_closure_tracker.sql,a2d150fd1604f6e27112010048d1972b504ca16d,c8b19396bff5ac5c1fe6618c66505f683a6b93ba91774f0604246593f6a90de2,Database migrations,P0,utf8_text,10397,261,242,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262423000000_round2325_investor_quote_highlight_reel.sql,5945c959a3978b4ab09d1f4b02ba55832977f81e,89c7f52dfe14d333fc76c37dea49e72ddd4bb8a25dffad0e7fd6abdb6cc5ffb7,Database migrations,P0,utf8_text,10498,246,230,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262424000000_round2326_engineer_service_quality_tenure_regression.sql,e25e32abf3215ecbd0fe7eb265f9340869396aee,3e66d7bab1b2626a5fb5edff4183a5498b9e7773ab1fdb2530cd88771ec3a800,Database migrations,P0,utf8_text,11074,286,268,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262425000000_round2327_hospital_chain_unboarding_trigger_detection.sql,80aa57498d87d4356ff365f254220430dbaaf9f5,1d3f65be4af0257e28607aa39b9317f4d0ba305d09e1ed476ca68a5e77c4a950,Database migrations,P0,utf8_text,13510,329,311,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262426000000_round2328_customer_success_story_library.sql,862c0c9a0cc8ba1361b6becebbfbd562facf54cd,7eda45939f464b11d3ce16ba522afca3091341da9500275b501fadcbe5fb3a02,Database migrations,P0,utf8_text,11944,306,279,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262427000000_round2329_founder_1500_ships_milestone_memo.sql,ff4310be16bdd32723461195f9ec776222d6801f,f85662cabd2c6d352f476ac8c3769af1e6a074f5a1144d5df4f1f16c8fd1f122,Database migrations,P0,utf8_text,14971,254,237,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262428000000_round2330_engineer_specialty_deepening.sql,d043741e7d2ed8caed4e0108eee7feacfb490acf,74610b2c63f2d80e699ad716800dd4b3c2394ef845894b9fd14de5015dc94486,Database migrations,P0,utf8_text,13116,358,330,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262429000000_round2331_hospital_chain_90day_audit.sql,b6d0a408c4485203930cd3cf6456cbc97d4daf98,e93f10d3cc7e82b36a27da994111a6f7375864ba191b817f8dd7946bd105b420,Database migrations,P0,utf8_text,12327,314,295,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262430000000_round2332_customer_renewal_prediction_accuracy.sql,4ae6d8c7e2ff8944286028499df62db6553940e2,9c53ff7b2f9189c9b9830bfc7c526823aa966854f2b68decdf8f80f65ad2e8ed,Database migrations,P0,utf8_text,13974,328,312,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262431000000_round2333_founder_upcoming_decision_queue.sql,236019a8a86b7be3bc639e74d7fd169b3c335b90,d67318837fd345f8fa716531ed806579a93213c27dff7564b7c85488342ca8ed,Database migrations,P0,utf8_text,15010,421,386,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262432000000_round2334_engineer_customer_rapport_builder_coaching_pulse.sql,134145664c1977cf4637a54600a8251f7d2d485b,b6e9122cd525c27e598f4fc9d7d793d1aebd6a1d6f5ac8f9e70c6817acbde589,Database migrations,P0,utf8_text,11170,318,294,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262433000000_round2335_hospital_chain_finance_relationship_map.sql,bccde43176df01e2543e149faa70c823446bd4b2,067da5419b0ffa89a4828741ddadd6aa0dddc95e6d6cf20b1fcf1247013806e1,Database migrations,P0,utf8_text,12171,321,304,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262434000000_round2336_customer_multi_site_rollout_tracker.sql,408ed9a7536b5756fbad92df40091de2fcfce07b,779a9ce1fff4f37f25fccf0bf59ba9247828a8a7722c64de96e96e0dfb108dbe,Database migrations,P0,utf8_text,9905,254,238,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262435000000_round2337_founder_weekly_inspirational_quote_diary.sql,39f5c6e044c46f59336709f47571e860346b8e20,22dec74ff04b986a42198c0e23bf82475f0ed52d98cbc673026f79a0959aaf2a,Database migrations,P0,utf8_text,10957,287,266,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262436000000_round2338_engineer_field_safety_incident_log.sql,f0a44bc27ee95fa430763e0532ca442e3c86869c,10fde041da1f998b96de8392ac7d90d7d44efd8ed0c7a65f8e00fd0d0c8d5218,Database migrations,P0,utf8_text,10531,244,229,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262437000000_round2339_hospital_chain_procurement_portal_integration.sql,09d29446b69dbac4ab70aa5bffe8390b9bd6cbcb,a1ac4b56a31188e4f69004fe4e3aa10b4cc82ccbd715ddaee0cf54ef6cb3b053,Database migrations,P0,utf8_text,14284,319,295,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262438000000_round2340_customer_nps_followup_conversion.sql,1937b7fbee54c201cbd85af485e8434e97bfbd47,c1cf7ae91aeb03eb2db62d09d82995d711e60b949d370a383e61e6e419b97197,Database migrations,P0,utf8_text,12060,292,274,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262439000000_round2341_founder_sleep_energy_tracker.sql,06668ed2ec14a182e4af4fcb61b81a94269c8ae5,1a735e9b1f051c75c8efadebe4042573567c49976b72c77e3e4644554216f6d9,Database migrations,P0,utf8_text,16306,373,351,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262440000000_round2342_engineer_customer_feedback_sentiment_radar.sql,a1e0e4cd37c20c378c3b355f9a8ef95d9582e531,139ae1a828b48a98bf88726b1afbd8f02604816f16d8cc4f6b2db29f5a344cff,Database migrations,P0,utf8_text,15424,338,322,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262441000000_round2343_hospital_chain_oem_partnership_tracker.sql,c65bb3a4eac074b04814879f44a73511f69d553c,8219539cc95994a09a1c76f809fb12bf65e88daf6970d2e790608c404ee32a2b,Database migrations,P0,utf8_text,14021,369,351,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262442000000_round2344_customer_field_service_pricing_benchmark.sql,2c989871a843b844135a6ba6689ac4c7b0541e29,d638aad5912e8de054eea94c49ad5baf79e518ecbfcb2215685d21451d00fe0a,Database migrations,P0,utf8_text,10916,296,279,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262443000000_round2345_okr_cascade_integrity.sql,691c5857ecc1f921cb5db224bddced22a139dc58,632b491eeb446c23f932477f205702d309a04417f61cb819cfb272dc08eaaace,Database migrations,P0,utf8_text,13204,367,335,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262444000000_round2346_engineer_photo_quality_auto_scorer.sql,b3fc9b58aeac3b62425b7559772a09cd4588632d,f4cd67b678665e8ae65d5ff240a3a02521d48a72d908637df5bdff2aaf11cded,Database migrations,P0,utf8_text,10159,294,271,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
fe4637568059e49f27fb46f8627fe56bccc45e27,supabase/migrations/20262445000000_round2347_hospital_chain_mou_to_revenue_conversion_lag.sql,a10e718ce7fbf6718ff8649a2b9ede0415fcc8c6,c32ead2fc25e8f2f8f977b8a4930188b63da5d256adb74f57401e25745135f67,Database migrations,P0,utf8_text,13296,302,282,Line-by-line migration history plus effective schema/RPC/ACL and isolated database tests,Pending,,,,,,,c927f7f4fd88d36762e74933f6d7de43cd81f8b8,
